common_name,scientific_name,recordist_name,recording_length,Date,TYPE,xc_id,Time,Country,Download_link
Australian Brushturkey,Alectura lathami purpureicollis,Marc Anderson,0:58,2018-09-28,call,XC436284,16:30,Australia,https://xeno-canto.org/436284/download
Australian Brushturkey,Alectura lathami,Greg McLachlan,0:01,2018-09-14,call,XC434108,06:30,Australia,https://xeno-canto.org/434108/download
Australian Brushturkey,Alectura lathami lathami,Marc Anderson,0:06,2017-10-11,song,XC389279,08:30,Australia,https://xeno-canto.org/389279/download
Australian Brushturkey,Alectura lathami lathami,Marc Anderson,0:04,2017-10-11,song,XC389278,08:30,Australia,https://xeno-canto.org/389278/download
Australian Brushturkey,Alectura lathami,Marc Anderson,0:19,2017-01-16,call,XC352581,07:30,Australia,https://xeno-canto.org/352581/download
Australian Brushturkey,Alectura lathami,nick talbot,0:02,2022-09-24,"uncertain, People talking",XC760899,08:25,Australia,https://xeno-canto.org/760899/download
Australian Brushturkey,Alectura lathami lathami,James Lambert,0:05,2020-06-15,call,XC568604,09:16,Australia,https://xeno-canto.org/568604/download
Australian Brushturkey,Alectura lathami lathami,James Lambert,0:01,2019-12-29,call,XC517534,06:22,Australia,https://xeno-canto.org/517534/download
Australian Brushturkey,Alectura lathami lathami,James Lambert,1:04,2019-11-16,call,XC507564,06:34,Australia,https://xeno-canto.org/507564/download
Australian Brushturkey,Alectura lathami lathami,James Lambert,0:06,2019-10-07,flapping of wings,XC501424,07:33,Australia,https://xeno-canto.org/501424/download
Australian Brushturkey,Alectura lathami,Marc Anderson,0:06,2015-11-12,call,XC337653,06:30,Australia,https://xeno-canto.org/337653/download
Australian Brushturkey,Alectura lathami,Greg McLachlan,0:05,2015-01-01,call,XC331331,13:00,Australia,https://xeno-canto.org/331331/download
Australian Brushturkey,Alectura lathami,Marc Anderson,0:18,2013-11-07,call,XC200438,08:30,Australia,https://xeno-canto.org/200438/download
Australian Brushturkey,Alectura lathami lathami,Phil Gregory,0:54,2013-09-27,call,XC149132,08:00,Australia,https://xeno-canto.org/149132/download
Australian Brushturkey,Alectura lathami,Patrik Åberg,0:27,2011-12-27,call,XC96883,12:12,Australia,https://xeno-canto.org/96883/download
Australian Brushturkey,Alectura lathami lathami,nick talbot,0:36,2015-01-01,call,XC210377,07:00,Australia,https://xeno-canto.org/210377/download
Australian Brushturkey,Alectura lathami lathami,Phil Gregory,0:49,2013-01-03,,XC121030,07:30,Australia,https://xeno-canto.org/121030/download
Australian Brushturkey,Alectura lathami,Peter Woodall,0:31,2009-08-07,call,XC63367,14:09,Australia,https://xeno-canto.org/63367/download
Australian Brushturkey,Alectura lathami,Krzysztof Deoniziak,0:09,2015-08-16,call,XC275847,06:30,Australia,https://xeno-canto.org/275847/download
Wattled Brushturkey,Aepypodius arfakianus arfakianus,Iain Woxvold,1:28,2013-11-16,call,XC601294,06:55,Papua New Guinea,https://xeno-canto.org/601294/download
Wattled Brushturkey,Aepypodius arfakianus arfakianus,Iain Woxvold,0:20,2013-11-16,call,XC601293,06:40,Papua New Guinea,https://xeno-canto.org/601293/download
Wattled Brushturkey,Aepypodius arfakianus arfakianus,Todd Mark,0:16,2009-10-00,call,XC75812,8:00,Indonesia,https://xeno-canto.org/75812/download
Red-billed Brushturkey,Talegalla cuvieri,Marc Anderson,1:19,2019-08-21,uncertain,XC631402,06:15,Indonesia,https://xeno-canto.org/631402/download
Red-billed Brushturkey,Talegalla cuvieri,Marc Anderson,0:52,2019-08-21,uncertain,XC631401,06:00,Indonesia,https://xeno-canto.org/631401/download
Red-billed Brushturkey,Talegalla cuvieri,Marc Anderson,0:10,2019-08-19,song,XC498012,07:30,Indonesia,https://xeno-canto.org/498012/download
Red-billed Brushturkey,Talegalla cuvieri,Hans Matheve,0:36,2009-08-06,song,XC156063,?,Indonesia,https://xeno-canto.org/156063/download
Red-billed Brushturkey,Talegalla cuvieri,Bas van Balen,1:30,2002-03-24,song,XC141154,10:00,Indonesia,https://xeno-canto.org/141154/download
Red-billed Brushturkey,Talegalla cuvieri,Bas van Balen,0:38,1997-08-23,call,XC140753,10:18,Indonesia,https://xeno-canto.org/140753/download
Black-billed Brushturkey,Talegalla fuscirostris,Scott Connop,0:55,1993-09-26,song,XC587710,08:30,Papua New Guinea,https://xeno-canto.org/587710/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,1:59,2016-09-05,call,XC409078,09:24,Papua New Guinea,https://xeno-canto.org/409078/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,2:32,2016-09-05,call,XC409077,09:21,Papua New Guinea,https://xeno-canto.org/409077/download
Black-billed Brushturkey,Talegalla fuscirostris,Rolf A. de By,1:23,2007-06-20,call,XC409018,09:15,Papua New Guinea,https://xeno-canto.org/409018/download
Black-billed Brushturkey,Talegalla fuscirostris,Bas van Balen,1:37,1997-01-26,song,XC122104,08:04,Indonesia,https://xeno-canto.org/122104/download
Black-billed Brushturkey,Talegalla fuscirostris,Bas van Balen,1:13,1997-01-23,song,XC122103,07:10,Indonesia,https://xeno-canto.org/122103/download
Black-billed Brushturkey,Talegalla fuscirostris,David Gibbs,0:54,1994-04-03,song,XC70757,?,Papua New Guinea,https://xeno-canto.org/70757/download
Black-billed Brushturkey,Talegalla fuscirostris,Niels Krabbe,0:14,2007-01-02,call,XC24851,06:55,Papua New Guinea,https://xeno-canto.org/24851/download
Black-billed Brushturkey,Talegalla fuscirostris,Nick Athanas,0:19,2007-07-01,honking,XC19463,10:46,Papua New Guinea,https://xeno-canto.org/19463/download
Black-billed Brushturkey,Talegalla fuscirostris,Philippe Verbelen,0:51,2012-08-26,call,XC409440,06:57,Indonesia,https://xeno-canto.org/409440/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,0:25,2016-09-04,call,XC409076,12:33,Papua New Guinea,https://xeno-canto.org/409076/download
Black-billed Brushturkey,Talegalla fuscirostris,Oscar Campbell,0:58,2017-07-30,call,XC386026,06:00,Papua New Guinea,https://xeno-canto.org/386026/download
Black-billed Brushturkey,Talegalla fuscirostris,Oscar Campbell,0:15,2017-07-29,call,XC386021,15:30,Papua New Guinea,https://xeno-canto.org/386021/download
Black-billed Brushturkey,Talegalla fuscirostris,Oscar Campbell,0:31,2017-08-17,call,XC385913,06:30,Papua New Guinea,https://xeno-canto.org/385913/download
Black-billed Brushturkey,Talegalla fuscirostris,John V. Moore,0:40,1996-08-19,song,XC279445,?,Papua New Guinea,https://xeno-canto.org/279445/download
Black-billed Brushturkey,Talegalla fuscirostris,John V. Moore,0:39,1996-08-19,song,XC279442,?,Papua New Guinea,https://xeno-canto.org/279442/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,0:30,2015-07-25,"call, song",XC268377,07:38,Papua New Guinea,https://xeno-canto.org/268377/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,0:46,2015-07-25,"call, song",XC268376,07:38,Papua New Guinea,https://xeno-canto.org/268376/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,0:23,2015-07-25,call,XC268373,07:37,Papua New Guinea,https://xeno-canto.org/268373/download
Black-billed Brushturkey,Talegalla fuscirostris,Frank Lambert,0:43,2008-08-06,song,XC141927,21:00,Papua New Guinea,https://xeno-canto.org/141927/download
Collared Brushturkey,Talegalla jobiensis,Ken Behrens,0:22,2019-08-14,song,XC582584,9:46,Indonesia,https://xeno-canto.org/582584/download
Collared Brushturkey,Talegalla jobiensis,Iain Woxvold,1:50,2017-12-03,call,XC558636,06:15,Papua New Guinea,https://xeno-canto.org/558636/download
Collared Brushturkey,Talegalla jobiensis,Iain Woxvold,0:40,2017-12-03,call,XC558635,04:05,Papua New Guinea,https://xeno-canto.org/558635/download
Collared Brushturkey,Talegalla jobiensis,Iain Woxvold,2:05,2017-12-03,call,XC558634,02:50,Papua New Guinea,https://xeno-canto.org/558634/download
Collared Brushturkey,Talegalla jobiensis,Iain Woxvold,2:30,2017-12-03,call,XC558633,00:45,Papua New Guinea,https://xeno-canto.org/558633/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Hans Matheve,0:27,2009-07-31,song,XC155729,?,Indonesia,https://xeno-canto.org/155729/download
Collared Brushturkey,Talegalla jobiensis,Bas van Balen,0:04,2000-09-06,,XC140728,06:55,Indonesia,https://xeno-canto.org/140728/download
Collared Brushturkey,Talegalla jobiensis,Bas van Balen,0:32,2000-09-06,,XC140727,08:45,Indonesia,https://xeno-canto.org/140727/download
Collared Brushturkey,Talegalla jobiensis,Phil Gregory,0:43,2010-07-20,call,XC603969,07:00,Papua New Guinea,https://xeno-canto.org/603969/download
Collared Brushturkey,Talegalla jobiensis,Iain Woxvold,2:14,2010-02-07,call,XC555959,10:45,Papua New Guinea,https://xeno-canto.org/555959/download
Collared Brushturkey,Talegalla jobiensis,JACOB Hervé,1:16,2017-10-24,song,XC395331,?,Indonesia,https://xeno-canto.org/395331/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Frank Lambert,0:54,2015-08-02,song,XC267868,05:55,Papua New Guinea,https://xeno-canto.org/267868/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Frank Lambert,1:22,2015-08-02,song,XC267866,06:15,Papua New Guinea,https://xeno-canto.org/267866/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Frank Lambert,1:50,2015-08-02,song,XC267864,06:00,Papua New Guinea,https://xeno-canto.org/267864/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Frank Lambert,0:41,2013-07-19,song,XC167019,09:21,Indonesia,https://xeno-canto.org/167019/download
Collared Brushturkey,Talegalla jobiensis,Bas van Balen,0:25,2000-09-06,,XC140729,07:00,Indonesia,https://xeno-canto.org/140729/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Niels Poul Dreyer,0:14,1990-07-30,"call, song",XC118798,07:00,Papua New Guinea,https://xeno-canto.org/118798/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Frank Lambert,1:05,2015-08-02,song,XC267867,05:50,Papua New Guinea,https://xeno-canto.org/267867/download
Collared Brushturkey,Talegalla jobiensis jobiensis,Bas van Balen,0:19,2007-05-01,song,XC140961,07:35,Indonesia,https://xeno-canto.org/140961/download
Collared Brushturkey,Talegalla jobiensis,Patrik Åberg,2:15,2009-07-12,call,XC40301,?,Indonesia,https://xeno-canto.org/40301/download
Malleefowl,Leipoa ocellata,Toby Esplin,0:58,2021-09-17,"call, duet",XC729338,06:57,Australia,https://xeno-canto.org/729338/download
Malleefowl,Leipoa ocellata,Khristos Nizamis,0:27,2022-03-27,"call, dawn song, song",XC712791,06:30,Australia,https://xeno-canto.org/712791/download
Malleefowl,Leipoa ocellata,Khristos Nizamis,0:22,2022-03-27,"call, dawn song, song",XC712789,06:30,Australia,https://xeno-canto.org/712789/download
Malleefowl,Leipoa ocellata,Khristos Nizamis,0:20,2022-03-27,"call, dawn song, song",XC712788,06:30,Australia,https://xeno-canto.org/712788/download
Malleefowl,Leipoa ocellata,Khristos Nizamis,0:27,2022-03-27,"call, dawn song, song",XC712785,06:30,Australia,https://xeno-canto.org/712785/download
Malleefowl,Leipoa ocellata,Marc Anderson,0:14,2020-10-05,call,XC679510,07:00,Australia,https://xeno-canto.org/679510/download
Malleefowl,Leipoa ocellata,Frank Lambert,0:12,2015-10-20,call,XC407665,08:04,Australia,https://xeno-canto.org/407665/download
Malleefowl,Leipoa ocellata,Marc Anderson,0:07,2021-10-08,call,XC679740,07:00,Australia,https://xeno-canto.org/679740/download
Maleo,Macrocephalon maleo,Frank Lambert,1:35,2017-08-11,song,XC413693,08:16,Indonesia,https://xeno-canto.org/413693/download
Maleo,Macrocephalon maleo,Frank Lambert,1:56,2017-08-11,song,XC413692,08:10,Indonesia,https://xeno-canto.org/413692/download
Maleo,Macrocephalon maleo,Frank Lambert,4:00,2014-08-20,call,XC196417,06:22,Indonesia,https://xeno-canto.org/196417/download
Maleo,Macrocephalon maleo,Gareth K.,0:38,2014-11-13,call,XC301178,10:00,Indonesia,https://xeno-canto.org/301178/download
Maleo,Macrocephalon maleo,Mike Nelson,1:12,2014-09-15,call,XC203639,07:30,Indonesia,https://xeno-canto.org/203639/download
Maleo,Macrocephalon maleo,Frank Lambert,0:32,2011-08-14,?,XC88258,07:00,Indonesia,https://xeno-canto.org/88258/download
Maleo,Macrocephalon maleo,Paul Noakes,0:41,2006-09-12,?,XC22450,?,Indonesia,https://xeno-canto.org/22450/download
Moluccan Megapode,Eulipoa wallacei,Ross Gallardy,0:34,2017-08-24,call,XC417884,19:30,Indonesia,https://xeno-canto.org/417884/download
Moluccan Megapode,Eulipoa wallacei,Frank Lambert,0:19,2014-09-13,song,XC202403,08:17,Indonesia,https://xeno-canto.org/202403/download
Moluccan Megapode,Eulipoa wallacei,Frank Lambert,0:59,2014-09-13,song,XC202400,07:58,Indonesia,https://xeno-canto.org/202400/download
Moluccan Megapode,Eulipoa wallacei,Frank Lambert,1:07,2014-09-13,"call, song",XC202399,07:54,Indonesia,https://xeno-canto.org/202399/download
Moluccan Megapode,Eulipoa wallacei,Frank Lambert,0:55,2014-09-13,song,XC202405,08:18,Indonesia,https://xeno-canto.org/202405/download
Moluccan Megapode,Eulipoa wallacei,Frank Lambert,2:04,2014-09-13,song,XC202402,08:02,Indonesia,https://xeno-canto.org/202402/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:10,2010-09-17,"duet, song",XC63055,12.25,Tonga,https://xeno-canto.org/63055/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:07,2010-09-24,"duet, song",XC63014,12.37,Tonga,https://xeno-canto.org/63014/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:05,2010-09-28,"duet, song",XC63009,11.25,Tonga,https://xeno-canto.org/63009/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:10,2010-09-28,"duet, song",XC63007,11.25,Tonga,https://xeno-canto.org/63007/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:11,2010-09-28,"duet, song",XC63005,11.25,Tonga,https://xeno-canto.org/63005/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:10,2010-09-28,"duet, song",XC63004,11.25,Tonga,https://xeno-canto.org/63004/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:07,2010-09-28,"duet, song",XC63002,11.25,Tonga,https://xeno-canto.org/63002/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:07,2010-09-28,call,XC63001,11.25,Tonga,https://xeno-canto.org/63001/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:08,2010-09-28,"duet, song",XC63000,11.25,Tonga,https://xeno-canto.org/63000/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:07,2010-09-28,"duet, song",XC62999,11.25,Tonga,https://xeno-canto.org/62999/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:09,2010-09-27,call,XC63056,15.14,Tonga,https://xeno-canto.org/63056/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:05,2010-09-24,"duet, song",XC63012,12.37,Tonga,https://xeno-canto.org/63012/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:09,2010-09-24,call,XC63011,12.37,Tonga,https://xeno-canto.org/63011/download
Tongan Megapode,Megapodius pritchardii,Huw Lloyd,0:08,2010-09-28,"duet, song",XC63006,11.25,Tonga,https://xeno-canto.org/63006/download
Micronesian Megapode,Megapodius laperouse laperouse,James Bradley,0:12,2010-05-00,"call, song",XC295391,?,Micronesia,https://xeno-canto.org/295391/download
Micronesian Megapode,Megapodius laperouse senex,Todd Mark,0:29,2012-11-24,call,XC114482,09:30,Palau,https://xeno-canto.org/114482/download
Micronesian Megapode,Megapodius laperouse laperouse,James Bradley,0:05,2010-05-00,"duet, song",XC66333,?,Micronesia,https://xeno-canto.org/66333/download
Micronesian Megapode,Megapodius laperouse laperouse,James Bradley,0:37,2010-05-00,call,XC66332,?,Micronesia,https://xeno-canto.org/66332/download
Micronesian Megapode,Megapodius laperouse laperouse,James Bradley,0:03,2008-06-00,call,XC461788,00:00,Micronesia,https://xeno-canto.org/461788/download
Micronesian Megapode,Megapodius laperouse senex,Todd Mark,1:39,2012-11-24,song,XC114481,07:00,Palau,https://xeno-canto.org/114481/download
Micronesian Megapode,Megapodius laperouse senex,Todd Mark,1:04,2012-11-24,song,XC114480,07:00,Palau,https://xeno-canto.org/114480/download
Nicobar Megapode,Megapodius nicobariensis,Sudhir Garg,0:10,2015-11-26,call,XC335628,00:30,India,https://xeno-canto.org/335628/download
Nicobar Megapode,Megapodius nicobariensis,Garima Bhatia,1:20,2015-12-19,call,XC298956,07:10,India,https://xeno-canto.org/298956/download
Philippine Megapode,Megapodius cumingii,Byoungsoon Jang,1:19,2022-08-12,song,XC747207,06:57,Malaysia,https://xeno-canto.org/747207/download
Philippine Megapode,Megapodius cumingii ss dillwyni,Brendan Sloan,0:55,2019-05-02,song,XC501970,07:00,Philippines,https://xeno-canto.org/501970/download
Philippine Megapode,Megapodius cumingii gilbertii,Marc Anderson,1:56,2018-05-05,song,XC415171,03:00,Indonesia,https://xeno-canto.org/415171/download
Philippine Megapode,Megapodius cumingii gilbertii,Marc Anderson,2:05,2018-05-05,song,XC415170,23:00,Indonesia,https://xeno-canto.org/415170/download
Philippine Megapode,Megapodius cumingii gilbertii,Frank Lambert,1:16,2014-08-29,song,XC193839,18:55,Indonesia,https://xeno-canto.org/193839/download
Philippine Megapode,Megapodius cumingii,Patrik Åberg,3:59,2014-01-02,song,XC167087,15:42,Malaysia,https://xeno-canto.org/167087/download
Philippine Megapode,Megapodius cumingii,Lim Ying Hien,0:30,2022-08-27,call,XC747896,13:00,Malaysia,https://xeno-canto.org/747896/download
Philippine Megapode,Megapodius cumingii dillwyni,Albert Lastukhin,0:16,2016-10-14,call,XC624206,06:30,Philippines,https://xeno-canto.org/624206/download
Philippine Megapode,Megapodius cumingii,Jelle Scharringa,0:28,1985-04-04,song,XC568958,06:30,Philippines,https://xeno-canto.org/568958/download
Philippine Megapode,Megapodius cumingii,Patrik Åberg,1:37,2014-01-02,song,XC167086,14:29,Malaysia,https://xeno-canto.org/167086/download
Philippine Megapode,Megapodius cumingii,Patrik Åberg,3:50,2013-12-22,song,XC166729,09:41,Malaysia,https://xeno-canto.org/166729/download
Philippine Megapode,Megapodius cumingii cumingii,Mike Nelson,4:27,2013-08-27,"call, song",XC151146,07:30,Malaysia,https://xeno-canto.org/151146/download
Philippine Megapode,Megapodius cumingii cumingii,Frank Lambert,0:30,2011-08-26,song,XC89548,05:50,Indonesia,https://xeno-canto.org/89548/download
Philippine Megapode,Megapodius cumingii,Desmond Allen,3:47,2004-01-04,song,XC79330,?:?,Philippines,https://xeno-canto.org/79330/download
Philippine Megapode,Megapodius cumingii,Arnold Meijer,0:20,2001-08-00,song,XC35770,?:?,Malaysia,https://xeno-canto.org/35770/download
Philippine Megapode,Megapodius cumingii dillwyni,Albert Lastukhin & Yuri Glushchenko,0:11,2016-10-10,song,XC345679,07:00,Philippines,https://xeno-canto.org/345679/download
Philippine Megapode,Megapodius cumingii gilbertii,Paulo Alves,0:05,2014-08-18,call,XC214644,05:30,Indonesia,https://xeno-canto.org/214644/download
Philippine Megapode,Megapodius cumingii gilbertii,Frank Lambert,0:25,2014-08-18,song,XC194151,05:28,Indonesia,https://xeno-canto.org/194151/download
Philippine Megapode,Megapodius cumingii cumingii,Frank Lambert,0:07,2011-08-26,song,XC89549,05:50,Indonesia,https://xeno-canto.org/89549/download
Sula Megapode,Megapodius bernsteinii,Andrew Spencer,1:30,2020-01-01,song,XC522075,08:00,Indonesia,https://xeno-canto.org/522075/download
Sula Megapode,Megapodius bernsteinii,Frank Lambert,0:07,2011-06-27,song,XC95128,08:20,Indonesia,https://xeno-canto.org/95128/download
Sula Megapode,Megapodius bernsteinii,Frank Lambert,0:08,2011-06-27,song,XC95129,08:24,Indonesia,https://xeno-canto.org/95129/download
Sula Megapode,Megapodius bernsteinii,Frank Lambert,0:57,2011-06-27,song,XC95132,08:15,Indonesia,https://xeno-canto.org/95132/download
Sula Megapode,Megapodius bernsteinii,Frank Lambert,0:26,2011-06-27,"call, song",XC95131,08:10,Indonesia,https://xeno-canto.org/95131/download
Tanimbar Megapode,Megapodius tenimberensis,Ross Gallardy,0:31,2017-08-12,call,XC417490,05:00,Indonesia,https://xeno-canto.org/417490/download
Dusky Megapode,Megapodius freycinet,Teus Luijendijk,1:03,1997-08-02,call,XC615167,?,Indonesia,https://xeno-canto.org/615167/download
Dusky Megapode,Megapodius freycinet quoyii,Marc Anderson,0:43,2019-09-01,song,XC533525,08:00,Indonesia,https://xeno-canto.org/533525/download
Dusky Megapode,Megapodius freycinet quoyii,Marc Anderson,0:11,2019-09-01,song,XC533524,08:00,Indonesia,https://xeno-canto.org/533524/download
Dusky Megapode,Megapodius freycinet quoyii,Marc Anderson,0:42,2019-09-01,song,XC533523,08:00,Indonesia,https://xeno-canto.org/533523/download
Dusky Megapode,Megapodius freycinet freycinet,Marc Anderson,0:54,2019-08-27,song,XC531691,08:00,Indonesia,https://xeno-canto.org/531691/download
Dusky Megapode,Megapodius freycinet freycinet,Marc Anderson,1:26,2019-08-27,song,XC499403,07:00,Indonesia,https://xeno-canto.org/499403/download
Dusky Megapode,Megapodius freycinet quoyii,Frank Lambert,0:36,2017-08-15,song,XC413616,08:00,Indonesia,https://xeno-canto.org/413616/download
Dusky Megapode,Megapodius freycinet,Ross Gallardy,0:33,2017-07-13,call,XC412317,11:30,Indonesia,https://xeno-canto.org/412317/download
Dusky Megapode,Megapodius freycinet,Ross Gallardy,0:05,2017-07-06,call,XC410494,07:30,Indonesia,https://xeno-canto.org/410494/download
Dusky Megapode,Megapodius freycinet,Ross Gallardy,0:03,2017-07-06,call,XC410493,07:30,Indonesia,https://xeno-canto.org/410493/download
Dusky Megapode,Megapodius freycinet,Brian Cox,0:35,2016-10-12,song,XC366134,08:30,Indonesia,https://xeno-canto.org/366134/download
Dusky Megapode,Megapodius freycinet,Patrik Åberg,2:34,2015-01-01,song,XC216785,16:56,Indonesia,https://xeno-canto.org/216785/download
Dusky Megapode,Megapodius freycinet,Patrik Åberg,2:39,2015-01-07,song,XC216286,05:28,Indonesia,https://xeno-canto.org/216286/download
Dusky Megapode,Megapodius freycinet,Patrik Åberg,0:39,2015-01-07,song,XC216285,05:28,Indonesia,https://xeno-canto.org/216285/download
Dusky Megapode,Megapodius freycinet,Patrik Åberg,2:53,2015-01-04,song,XC216283,15:03,Indonesia,https://xeno-canto.org/216283/download
Dusky Megapode,Megapodius freycinet quoyii,Frank Lambert,2:04,2014-09-16,song,XC201935,05:47,Indonesia,https://xeno-canto.org/201935/download
Dusky Megapode,Megapodius freycinet quoyii,Frank Lambert,1:45,2014-09-08,song,XC196591,09:04,Indonesia,https://xeno-canto.org/196591/download
Dusky Megapode,Megapodius freycinet quoyii,Marc Thibault,0:08,2014-07-07,call,XC195373,12:07,Indonesia,https://xeno-canto.org/195373/download
Dusky Megapode,Megapodius freycinet quoyii,Marc Thibault,0:50,2014-07-07,call,XC195372,12:04,Indonesia,https://xeno-canto.org/195372/download
Dusky Megapode,Megapodius freycinet quoyii,David Gibbs,1:02,1992-00-00,song,XC71671,?,Indonesia,https://xeno-canto.org/71671/download
Dusky Megapode,Megapodius freycinet forsteni,George Wagner,1:07,2009-11-02,song,XC42282,04:01,Indonesia,https://xeno-canto.org/42282/download
Dusky Megapode,Megapodius freycinet,Arjan Boonman,0:41,2009-11-30,song,XC42157,06:00,Indonesia,https://xeno-canto.org/42157/download
Dusky Megapode,Megapodius freycinet,George Wagner,0:38,2007-08-26,call,XC23103,07:07,Indonesia,https://xeno-canto.org/23103/download
Dusky Megapode,Megapodius freycinet quoyii,Mike Nelson,0:30,2016-08-07,song,XC687390,07:30,Indonesia,https://xeno-canto.org/687390/download
Dusky Megapode,Megapodius freycinet forsteni,Prayitno Goenarto,0:04,2019-01-11,call,XC456352,09:00,Indonesia,https://xeno-canto.org/456352/download
Dusky Megapode,Megapodius freycinet forsteni,Prayitno Goenarto,0:06,2019-01-11,call,XC456351,09:00,Indonesia,https://xeno-canto.org/456351/download
Dusky Megapode,Megapodius freycinet,Ross Gallardy,0:18,2017-09-06,call,XC409481,07:00,Indonesia,https://xeno-canto.org/409481/download
Dusky Megapode,Megapodius freycinet,Mike Nelson,0:14,2015-09-30,song,XC293162,16:30,Indonesia,https://xeno-canto.org/293162/download
Dusky Megapode,Megapodius freycinet,Mike Nelson,0:20,2014-09-23,song,XC203944,08:00,Indonesia,https://xeno-canto.org/203944/download
Dusky Megapode,Megapodius freycinet,Mike Nelson,3:03,2014-09-23,alarm call,XC203942,09:00,Indonesia,https://xeno-canto.org/203942/download
Biak Scrubfowl,Megapodius geelvinkianus,Ross Gallardy,0:36,2017-09-26,call,XC409832,06:30,Indonesia,https://xeno-canto.org/409832/download
Biak Scrubfowl,Megapodius geelvinkianus,Ross Gallardy,0:05,2017-09-26,call,XC409831,06:30,Indonesia,https://xeno-canto.org/409831/download
Biak Scrubfowl,Megapodius geelvinkianus,Frank Lambert,0:34,2013-07-16,song,XC166882,09:18,Indonesia,https://xeno-canto.org/166882/download
Biak Scrubfowl,Megapodius geelvinkianus,Frank Lambert,0:07,2013-07-16,song,XC166881,09:16,Indonesia,https://xeno-canto.org/166881/download
Biak Scrubfowl,Megapodius geelvinkianus,Frank Lambert,0:17,2013-07-16,song,XC166880,09:06,Indonesia,https://xeno-canto.org/166880/download
Biak Scrubfowl,Megapodius geelvinkianus,Frank Lambert,0:09,2013-07-16,song,XC166883,09:20,Indonesia,https://xeno-canto.org/166883/download
Biak Scrubfowl,Megapodius geelvinkianus,Bas van Balen,2:07,1997-01-16,song,XC75910,11:42,Indonesia,https://xeno-canto.org/75910/download
Biak Scrubfowl,Megapodius geelvinkianus,Frank Lambert,0:10,2013-07-16,call,XC166879,08:58,Indonesia,https://xeno-canto.org/166879/download
Biak Scrubfowl,Megapodius geelvinkianus,Bas van Balen,0:10,2007-04-26,song,XC75882,15:43,Indonesia,https://xeno-canto.org/75882/download
Melanesian Megapode,Megapodius eremita,Barry Edmonston,0:50,2019-09-16,call,XC502686,14:30,Papua New Guinea,https://xeno-canto.org/502686/download
Melanesian Megapode,Megapodius eremita eremita,Todd Mark,1:08,2014-02-19,call,XC170249,10:30,Papua New Guinea,https://xeno-canto.org/170249/download
Melanesian Megapode,Megapodius eremita,Iain Woxvold,0:58,2019-10-22,call,XC543570,06:15,Papua New Guinea,https://xeno-canto.org/543570/download
Melanesian Megapode,Megapodius eremita,Frank Lambert,0:53,2015-09-08,song,XC404087,06:25,Solomon Islands,https://xeno-canto.org/404087/download
Melanesian Megapode,Megapodius eremita,Frank Lambert,0:27,2015-09-15,song,XC291028,15:17,Solomon Islands,https://xeno-canto.org/291028/download
Melanesian Megapode,Megapodius eremita eremita,David Gibbs,0:03,1994-01-00,song,XC70961,?,Solomon Islands,https://xeno-canto.org/70961/download
Melanesian Megapode,Megapodius eremita,Ethan Linck,0:09,2017-11-08,call,XC392936,08:00,Solomon Islands,https://xeno-canto.org/392936/download
Melanesian Megapode,Megapodius eremita,Frank Lambert,1:21,2015-09-20,"call, song",XC289749,06:49,Solomon Islands,https://xeno-canto.org/289749/download
Melanesian Megapode,Megapodius eremita eremita,David Gibbs,0:17,1993-00-00,song,XC70454,?,Papua New Guinea,https://xeno-canto.org/70454/download
Melanesian Megapode,Megapodius eremita,Niels Krabbe,0:32,2006-12-18,song,XC32961,12:15,Solomon Islands,https://xeno-canto.org/32961/download
Melanesian Megapode,Megapodius eremita,Niels Krabbe,0:22,2006-12-16,song,XC32960,11:15,Solomon Islands,https://xeno-canto.org/32960/download
